timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
704000,0.0,0.0,0.0,1
1800000,0.0,0.0,0.0,1
2600000,0.0,0.0,0.0,1
3800000,0.0,0.0,0.0,1
5000000,0.0,0.0,0.0,1
5800000,0.0,0.0,0.0,1
6600000,0.0,0.0,0.0,1
7800000,0.0,0.0,0.0,1
9000000,0.0,0.0,0.0,1
9800000,0.0,0.0,0.0,1
11000000,0.0,0.0,0.0,1
11800000,0.0,0.0,0.0,1
12800000,0.0,0.0,0.0,1
14000000,0.0,0.0,0.0,1
14800000,0.0,0.0,0.0,1
15800000,0.0,0.0,0.0,1
16200000,0.0,0.0,0.0,1
84200000,0.0,0.0,0.0,1
84600000,0.0,0.0,0.0,1
85000000,0.0,0.0,0.0,1
85800000,0.0,0.0,0.0,1
