timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
148000,126666,6620172,488.49353,11.827667,95593.53,1.1358093
212000,189333,6620172,488.38785,11.827667,95594.74,1.1358237
272000,252000,6620172,488.36935,11.827667,95594.97,1.1358263
336000,316000,6620172,488.3984,11.827667,95594.625,1.1358222
400000,378666,6620172,488.41956,11.827667,95594.39,1.1358196
464000,441333,6620172,488.44864,11.827667,95594.05,1.1358155
524000,504000,6620172,488.30066,11.827667,95595.73,1.1358353
588000,568000,6620172,488.372,11.827667,95594.914,1.1358256
652000,630666,6620172,488.41956,11.827667,95594.38,1.1358194
716000,693333,6620172,488.38522,11.827667,95594.77,1.135824
776000,756000,6620172,488.43015,11.827667,95594.266,1.135818
840000,820000,6620172,488.4724,11.827667,95593.76,1.135812
904000,882666,6620172,488.34293,11.827667,95595.266,1.1358299
968000,945333,6620172,488.372,11.827667,95594.92,1.1358258
1028000,1008000,6620172,488.4037,11.827667,95594.555,1.1358213
1092000,1072000,6620172,488.36673,11.827667,95594.99,1.1358266
1156000,1134666,6620172,488.3271,11.827667,95595.44,1.135832
1220000,1197333,6620172,488.3086,11.827667,95595.664,1.1358346
1280000,1260000,6620172,488.38257,11.827667,95594.8,1.1358243
1344000,1324000,6620172,488.47504,11.827667,95593.734,1.1358117
1408000,1386666,6620172,488.36935,11.827667,95594.96,1.1358262
1472000,1449333,6620172,488.50677,11.827667,95593.375,1.1358074
1532000,1512000,6620172,488.38257,11.827667,95594.8,1.1358243
1596000,1576000,6620172,488.40106,11.827667,95594.6,1.135822
1660000,1638666,6620172,488.38257,11.827667,95594.8,1.1358243
1724000,1701333,6620172,488.36935,11.827667,95594.95,1.1358262
1784000,1764000,6620172,488.41162,11.827667,95594.46,1.1358204
1848000,1828000,6620172,488.4169,11.827667,95594.41,1.1358197
1912000,1890666,6620172,488.42484,11.827667,95594.32,1.1358187
1976000,1953333,6620172,488.4275,11.827667,95594.305,1.1358185
2036000,2016000,6620172,488.3773,11.827667,95594.875,1.1358253
2100000,2080000,6620172,488.48297,11.827667,95593.65,1.1358106
2164000,2142666,6620172,488.31122,11.827667,95595.63,1.1358343
2228000,2205333,6620172,488.44336,11.827667,95594.11,1.1358162
2288000,2268000,6620172,488.42484,11.827667,95594.33,1.1358188
2352000,2332000,6620172,488.4169,11.827667,95594.414,1.1358197
2416000,2394666,6620172,488.40634,11.827667,95594.53,1.1358212
2480000,2457333,6620172,488.3297,11.827667,95595.41,1.1358316
2540000,2520000,6620172,488.335,11.827667,95595.34,1.1358309
2604000,2584000,6620172,488.38785,11.827667,95594.74,1.1358237
2668000,2646666,6620172,488.3984,11.827667,95594.625,1.1358222
2732000,2709333,6620172,488.3535,11.827667,95595.13,1.1358283
2792000,2772000,6620172,488.43542,11.827667,95594.195,1.1358172
2856000,2836000,6620172,488.35617,11.827667,95595.09,1.1358279
2920000,2898666,6620172,488.40634,11.827667,95594.54,1.1358213
2984000,2961333,6620172,488.3773,11.827667,95594.85,1.1358249
3044000,3024000,6620172,488.4275,11.827667,95594.305,1.1358185
3108000,3088000,6620172,488.28745,11.827667,95595.88,1.1358372
3172000,3149333,6620172,488.40106,11.827667,95594.6,1.135822
3236000,3213333,6620172,488.4169,11.827667,95594.41,1.1358197
3296000,3276000,6620172,488.43015,11.827667,95594.266,1.135818
3360000,3340000,6620172,488.4724,11.827667,95593.76,1.135812
3424000,3402666,6620172,488.45654,11.827667,95593.96,1.1358144
3488000,3465333,6620172,488.26895,11.827667,95596.09,1.1358397
3548000,3528000,6620172,488.49088,11.827667,95593.56,1.1358097
3612000,3592000,6620172,488.43015,11.827667,95594.266,1.135818
3676000,3653333,6620172,488.372,11.827667,95594.92,1.1358258
3740000,3717333,6620172,488.41162,11.827667,95594.46,1.1358204
3800000,3780000,6620172,488.35617,11.827667,95595.12,1.1358281
3864000,3842666,6620172,488.38785,11.827667,95594.76,1.1358238
3928000,3906666,6620172,488.4592,11.827667,95593.945,1.1358142
3992000,3969333,6620172,488.34293,11.827667,95595.266,1.1358299
4052000,4032000,6620172,488.45392,11.827667,95593.98,1.1358145
4116000,4096000,6620172,488.40106,11.827667,95594.6,1.135822
4180000,4158666,6620172,488.41428,11.827667,95594.43,1.1358199
4244000,4221333,6620172,488.3588,11.827667,95595.06,1.1358274
4304000,4284000,6620172,488.3773,11.827667,95594.87,1.1358252
4368000,4348000,6620172,488.46448,11.827667,95593.87,1.1358132
4432000,4410666,6620172,488.3535,11.827667,95595.125,1.1358283
4496000,4473333,6620172,488.45392,11.827667,95593.98,1.1358145
4556000,4536000,6620172,488.42484,11.827667,95594.32,1.1358187
4620000,4600000,6620172,488.39578,11.827667,95594.65,1.1358225
4684000,4662666,6620172,488.28214,11.827667,95595.95,1.135838
4748000,4725333,6620172,488.40634,11.827667,95594.52,1.1358211
4808000,4788000,6620172,488.48032,11.827667,95593.68,1.1358111
4872000,4852000,6620172,488.40634,11.827667,95594.53,1.1358212
4936000,4914666,6620172,488.3905,11.827667,95594.71,1.1358232
5000000,4977333,6620172,488.44336,11.827667,95594.11,1.1358162
5060000,5040000,6620172,488.41162,11.827667,95594.48,1.1358205
5124000,5104000,6620172,488.37463,11.827667,95594.89,1.1358254
5188000,5166666,6620172,488.36935,11.827667,95594.97,1.1358263
5252000,5229333,6620172,488.40897,11.827667,95594.51,1.1358209
5312000,5292000,6620172,488.34555,11.827667,95595.234,1.1358296
5376000,5356000,6620172,488.45392,11.827667,95593.98,1.1358145
5440000,5418666,6620172,488.40106,11.827667,95594.6,1.135822
5504000,5481333,6620172,488.4169,11.827667,95594.414,1.1358197
5564000,5544000,6620172,488.36673,11.827667,95594.99,1.1358266
5628000,5608000,6620172,488.46448,11.827667,95593.87,1.1358132
5692000,5670666,6620172,488.43277,11.827667,95594.24,1.1358178
5756000,5733333,6620172,488.37463,11.827667,95594.89,1.1358254
5816000,5796000,6620172,488.36145,11.827667,95595.04,1.1358272
5880000,5860000,6620172,488.37994,11.827667,95594.84,1.1358248
5944000,5922666,6620172,488.39578,11.827667,95594.66,1.1358227
6004000,5984000,6620172,488.37463,11.827667,95594.91,1.1358256
6068000,6048000,6620172,488.3535,11.827667,95595.15,1.1358285
6132000,6112000,6620172,488.41428,11.827667,95594.44,1.13582
6196000,6174666,6620172,488.36145,11.827667,95595.04,1.1358272
6260000,6237333,6620172,488.41428,11.827667,95594.44,1.13582
6320000,6300000,6620172,488.40106,11.827667,95594.61,1.1358222
6384000,6364000,6620172,488.4275,11.827667,95594.28,1.1358181
6448000,6426666,6620172,488.37994,11.827667,95594.84,1.1358248
6512000,6489333,6620172,488.48032,11.827667,95593.67,1.135811
6572000,6552000,6620172,488.3905,11.827667,95594.72,1.1358234
6636000,6616000,6620172,488.44336,11.827667,95594.09,1.135816
6700000,6678666,6620172,488.40897,11.827667,95594.5,1.1358207
6764000,6741333,6620172,488.35083,11.827667,95595.17,1.1358287
6824000,6804000,6620172,488.45654,11.827667,95593.97,1.1358145
6888000,6868000,6620172,488.4671,11.827667,95593.84,1.135813
6952000,6930666,6620172,488.37463,11.827667,95594.91,1.1358256
7016000,6993333,6620172,488.50677,11.827667,95593.39,1.1358076
7076000,7056000,6620172,488.4169,11.827667,95594.41,1.1358197
7140000,7120000,6620172,488.43277,11.827667,95594.24,1.1358178
7204000,7182666,6620172,488.41428,11.827667,95594.44,1.13582
7268000,7245333,6620172,488.46448,11.827667,95593.875,1.1358134
7328000,7308000,6620172,488.3535,11.827667,95595.14,1.1358284
7392000,7372000,6620172,488.43542,11.827667,95594.195,1.1358172
7456000,7434666,6620172,488.3297,11.827667,95595.39,1.1358314
7520000,7497333,6620172,488.43277,11.827667,95594.234,1.1358176
7580000,7560000,6620172,488.43015,11.827667,95594.266,1.135818
7644000,7624000,6620172,488.42218,11.827667,95594.35,1.135819
7708000,7686666,6620172,488.45392,11.827667,95594.0,1.1358148
7772000,7749333,6620172,488.46976,11.827667,95593.79,1.1358123
7832000,7812000,6620172,488.34555,11.827667,95595.22,1.1358293
