timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
500000,500000,1310996,1310996,9.675691e-06,2.4667006e-05,2.0617568e-05,-0.00030618158,-6.645067e-05,-0.039219055,4000,4000,0,0
1000000,1000000,1310996,1310996,-7.1020514e-07,2.0023876e-06,3.995826e-06,-3.377736e-06,-6.687618e-05,-0.039198317,4000,4000,0,0
1500000,1500000,1310996,1310996,1.2645154e-05,-3.59772e-06,5.5830315e-06,-0.00039937763,0.00022329467,-0.039163798,4000,4000,0,0
2000000,2000000,1310996,1310996,-1.9874515e-06,-4.572076e-06,1.9749266e-05,0.00017746413,-0.00014365246,-0.039206725,4000,4000,0,0
2496000,2496000,1310996,1310996,-5.5563373e-06,7.57709e-06,2.3988584e-06,0.00013733863,0.00020490722,-0.03911281,4000,4000,0,0
3000000,3000000,1310996,1310996,-3.4487746e-06,-1.2839043e-05,8.590228e-06,-0.00015824556,7.6840646e-05,-0.039437696,4000,4000,0,0
3500000,3500000,1310996,1310996,1.5419886e-05,-1.226212e-05,-5.439071e-06,0.00011758984,-0.00025190096,-0.039022427,4000,4000,0,0
4000000,4000000,1310996,1310996,-1.6672873e-05,6.7741166e-06,-4.1173553e-05,-3.3210912e-05,0.00017324026,-0.038981404,4000,4000,0,0
4500000,4500000,1310996,1310996,-6.0924526e-06,2.531283e-06,7.2620287e-06,-6.726703e-05,7.278186e-05,-0.0393989,4000,4000,0,0
4996000,4996000,1310996,1310996,2.1930031e-05,2.5132527e-05,-6.9299354e-06,0.00041427638,0.00017200666,-0.039382108,4000,4000,0,0
5500000,5500000,1310996,1310996,-1.517899e-05,1.2591407e-05,-1.636384e-05,7.126277e-05,0.00022619528,-0.03909821,4000,4000,0,0
6000000,6000000,1310996,1310996,-2.1950611e-06,3.36566e-05,1.118321e-05,0.00014380648,0.0004485399,-0.039025933,4000,4000,0,0
6500000,6500000,1310996,1310996,-1.6191043e-05,2.5312178e-05,-1.3104342e-05,0.00021416461,0.0001712326,-0.0389858,4000,4000,0,0
6996000,6996000,1310996,1310996,2.4213841e-05,-2.3197486e-05,-9.608894e-06,-0.00012200257,0.00017097374,-0.039144196,4000,4000,0,0
7496000,7496000,1310996,1310996,-1.3654714e-05,1.7343084e-06,1.7137236e-05,-8.4844636e-05,0.00015725296,-0.038868934,4000,4000,0,0
8000000,8000000,1310996,1310996,-5.587829e-07,1.4014484e-05,1.0421401e-05,0.00014095487,-3.922138e-05,-0.039256003,4000,4000,0,0
8500000,8500000,1310996,1310996,5.2966298e-06,-1.8544632e-05,-1.3751628e-05,0.00032554084,0.00013592825,-0.039193325,4000,4000,0,0
9000000,9000000,1310996,1310996,-2.2250637e-05,2.5527574e-05,3.7109112e-06,3.9724833e-05,0.00041665765,-0.038910914,4000,4000,0,0
9496000,9496000,1310996,1310996,3.8121327e-06,1.8054805e-05,-2.505499e-05,0.00010265963,0.00038528847,-0.03939893,4000,4000,0,0
10000000,10000000,1310996,1310996,9.640482e-06,-1.9727502e-05,1.9187533e-05,-9.866208e-05,0.00038685775,-0.038956717,4000,4000,0,0
10500000,10500000,1310996,1310996,2.9098271e-06,-4.4989215e-06,2.1152513e-05,-2.0935017e-06,-9.7942015e-05,-0.038916524,4000,4000,0,0
11000000,11000000,1310996,1310996,2.7743828e-05,-5.9521913e-06,1.2529643e-05,0.00015748477,9.425304e-05,-0.03880794,4000,4000,0,0
