timestamp,nav_state_timestamp,failsafe_timestamp,armed_time,takeoff_time,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,geofence_violated,failure_detector_status,latest_arming_reason,latest_disarming_reason
20000,20000,0,0,0,539492396,65548,524332,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
524000,20000,0,0,0,271056940,268501004,524332,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1028000,20000,0,0,0,271056940,268501004,917551,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1220000,20000,0,0,0,271056940,270598156,271450127,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
1508000,20000,0,0,0,271056940,270598156,271450127,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012000,20000,0,0,0,271056940,270598156,271450127,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2516000,20000,0,0,0,271056940,270598156,271450127,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3020000,20000,0,0,0,271056940,270598156,271450127,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3524000,20000,0,0,0,271056940,270598156,271450127,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4028000,20000,0,0,0,271056940,270598156,271450127,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4532000,20000,0,0,0,271056940,270598156,271450127,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5036000,20000,0,0,0,271056940,270598156,271450127,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5540000,20000,0,0,0,271056940,270598156,271450127,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6044000,20000,0,0,0,271056940,270598156,271450127,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6548000,20000,0,0,0,271056940,270598156,271450159,0,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6608000,6608000,0,0,0,271056940,270598156,271450159,4,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6620000,6608000,0,0,0,271056940,270598156,271450159,4,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7124000,6608000,0,0,0,271056940,270598156,271450159,4,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7628000,6608000,0,0,0,271056940,270598156,271450159,4,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8132000,6608000,0,0,0,271056940,270598156,271450159,4,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8636000,6608000,0,0,0,271056940,270598156,271450159,4,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9140000,6608000,0,0,0,271056940,270598156,271450159,4,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9584000,9584000,0,0,0,271056940,270598156,271450159,14,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10088000,9584000,0,0,0,271056940,270598156,271450159,14,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10592000,9584000,0,0,0,271056940,270598156,271450159,14,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11096000,9584000,0,0,0,271056940,270598156,271450159,14,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11600000,9584000,0,0,0,271056940,270598156,271450159,14,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12104000,9584000,0,0,0,271056940,270598156,271450159,14,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12608000,9584000,0,0,0,271056940,270598156,271450159,14,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13112000,9584000,0,0,0,271056940,270598156,271450159,14,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13616000,9584000,0,0,0,271056940,270598156,271450159,14,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14120000,9584000,0,0,0,271056940,270598156,271450159,14,1,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14624000,9584000,0,14624000,0,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
15128000,9584000,0,14624000,0,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
15632000,9584000,0,14624000,0,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
16136000,9584000,0,14624000,0,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
16640000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
17144000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
17648000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
18152000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
18656000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
19160000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
19664000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
20168000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
20672000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
21176000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
21680000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
22184000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
22688000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
23192000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
23696000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
24200000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
24704000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
25208000,9584000,0,14624000,16364000,271056940,270598156,271450159,14,2,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0
