timestamp,main_state_changes,main_state
20000,0,0
524000,0,0
1028000,0,0
1208000,0,0
1520000,0,0
2024000,0,0
2528000,0,0
3032000,0,0
3536000,0,0
4040000,0,0
4544000,0,0
5048000,0,0
5552000,0,0
6056000,0,0
6560000,0,0
7064000,0,0
7568000,0,0
8012000,1,4
8036000,1,4
8540000,1,4
9044000,1,4
9548000,1,4
9572000,2,7
10076000,2,7
10580000,2,7
11084000,2,7
11588000,2,7
12092000,2,7
12596000,2,7
13100000,2,7
13604000,2,7
14108000,2,7
14612000,2,7
15116000,2,7
15620000,2,7
16124000,2,7
16628000,2,7
17132000,2,7
17636000,2,7
18140000,2,7
18644000,2,7
19148000,2,7
19652000,2,7
20156000,2,7
20660000,2,7
21164000,2,7
21668000,2,7
22172000,2,7
22676000,2,7
23180000,2,7
23684000,2,7
24188000,2,7
24692000,2,7
25196000,2,7
25700000,2,7
26204000,2,7
26708000,2,7
27212000,2,7
27716000,2,7
28220000,2,7
28724000,2,7
29228000,2,7
29732000,2,7
30236000,2,7
30740000,2,7
31244000,2,7
31748000,2,7
32252000,2,7
32756000,2,7
33260000,2,7
33764000,2,7
34268000,2,7
34772000,2,7
35276000,2,7
35780000,2,7
36284000,2,7
36788000,2,7
37292000,2,7
37796000,2,7
38300000,2,7
38804000,2,7
39308000,2,7
39812000,2,7
40316000,2,7
40820000,2,7
41324000,2,7
41828000,2,7
42332000,2,7
42836000,2,7
43340000,2,7
43844000,2,7
44348000,2,7
44852000,2,7
45356000,2,7
45860000,2,7
46364000,2,7
46868000,2,7
47372000,2,7
47876000,2,7
48380000,2,7
48884000,2,7
49388000,2,7
49892000,2,7
50396000,2,7
50900000,2,7
51404000,2,7
51908000,2,7
52412000,2,7
52916000,2,7
53420000,2,7
53924000,2,7
54428000,2,7
54932000,2,7
55436000,2,7
55940000,2,7
56444000,2,7
56948000,2,7
57452000,2,7
57956000,2,7
58460000,2,7
58964000,2,7
59468000,2,7
59972000,2,7
60476000,2,7
60980000,2,7
61484000,2,7
61988000,2,7
62492000,2,7
62996000,2,7
63500000,2,7
64004000,2,7
64508000,2,7
65012000,2,7
65516000,2,7
66020000,2,7
66524000,2,7
67028000,2,7
67532000,2,7
68036000,2,7
68540000,2,7
69044000,2,7
69548000,2,7
70052000,2,7
70556000,2,7
71060000,2,7
71564000,2,7
72068000,2,7
72572000,2,7
73076000,2,7
73580000,2,7
74084000,2,7
74588000,2,7
75092000,2,7
75596000,2,7
75632000,2,7
76136000,2,7
76208000,3,11
76712000,3,11
77216000,3,11
77720000,3,11
78224000,3,11
78728000,3,11
79232000,3,11
79736000,3,11
80240000,3,11
80744000,3,11
81236000,3,11
81740000,3,11
82244000,3,11
