timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
20000,0,0,1,0,0,0,0,0
524000,0,0,1,0,0,0,0,0
1028000,0,0,1,0,0,0,0,0
1232000,0,0,1,0,0,0,0,0
1520000,0,0,1,0,0,0,0,0
2024000,0,0,1,0,0,0,0,0
2528000,0,0,1,0,0,0,0,0
3036000,0,0,1,0,0,0,0,0
3540000,0,0,1,0,0,0,0,0
4044000,0,0,1,0,0,0,0,0
4548000,0,0,1,0,0,0,0,0
5052000,0,0,1,0,0,0,0,0
5556000,0,0,1,0,0,0,0,0
6060000,0,0,1,0,0,0,0,0
6564000,0,0,1,0,0,0,0,0
7068000,0,0,1,0,0,0,0,0
7572000,0,0,1,0,0,0,0,0
8076000,0,0,1,0,0,0,0,0
8208000,0,0,1,0,0,0,0,0
8232000,0,0,1,0,0,0,0,0
8736000,0,0,1,0,0,0,0,0
9240000,0,0,1,0,0,0,0,0
9600000,0,0,1,0,0,0,0,0
10104000,0,0,1,0,0,0,0,0
10608000,0,0,1,0,0,0,0,0
11112000,0,0,1,0,0,0,0,0
11616000,0,0,1,0,0,0,0,0
12120000,0,0,1,0,0,0,0,0
12624000,0,0,1,0,0,0,0,0
13128000,0,0,1,0,0,0,0,0
13632000,0,0,1,0,0,0,0,0
14136000,0,0,1,0,0,0,0,0
14628000,1,0,1,0,0,0,0,0
15132000,1,0,1,0,0,0,0,0
15636000,1,0,1,0,0,0,0,0
16140000,1,0,1,0,0,0,0,0
16644000,1,0,1,0,0,0,0,0
17148000,1,0,1,0,0,0,0,0
17652000,1,0,1,0,0,0,0,0
18156000,1,0,1,0,0,0,0,0
18660000,1,0,1,0,0,0,0,0
19164000,1,0,1,0,0,0,0,0
19668000,1,0,1,0,0,0,0,0
20172000,1,0,1,0,0,0,0,0
20676000,1,0,1,0,0,0,0,0
21180000,1,0,1,0,0,0,0,0
21684000,1,0,1,0,0,0,0,0
22188000,1,0,1,0,0,0,0,0
22692000,1,0,1,0,0,0,0,0
23196000,1,0,1,0,0,0,0,0
23700000,1,0,1,0,0,0,0,0
24204000,1,0,1,0,0,0,0,0
24708000,1,0,1,0,0,0,0,0
25212000,1,0,1,0,0,0,0,0
25716000,1,0,1,0,0,0,0,0
26220000,1,0,1,0,0,0,0,0
26724000,1,0,1,0,0,0,0,0
27228000,1,0,1,0,0,0,0,0
27648000,1,0,1,0,0,0,0,0
28152000,1,0,1,0,0,0,0,0
28656000,1,0,1,0,0,0,0,0
29160000,1,0,1,0,0,0,0,0
29664000,1,0,1,0,0,0,0,0
30168000,1,0,1,0,0,0,0,0
30672000,1,0,1,0,0,0,0,0
31176000,1,0,1,0,0,0,0,0
31680000,1,0,1,0,0,0,0,0
32184000,1,0,1,0,0,0,0,0
32688000,1,0,1,0,0,0,0,0
33192000,1,0,1,0,0,0,0,0
33696000,1,0,1,0,0,0,0,0
34200000,1,0,1,0,0,0,0,0
34524000,0,0,1,0,0,0,0,0
35028000,0,0,1,0,0,0,0,0
