timestamp,main_state_changes,main_state
20000,0,0
524000,0,0
1028000,0,0
1232000,0,0
1520000,0,0
2024000,0,0
2528000,0,0
3036000,0,0
3540000,0,0
4044000,0,0
4548000,0,0
5052000,0,0
5556000,0,0
6060000,0,0
6564000,0,0
7068000,0,0
7572000,0,0
8076000,0,0
8208000,1,4
8232000,1,4
8736000,1,4
9240000,1,4
9600000,2,7
10104000,2,7
10608000,2,7
11112000,2,7
11616000,2,7
12120000,2,7
12624000,2,7
13128000,2,7
13632000,2,7
14136000,2,7
14628000,2,7
15132000,2,7
15636000,2,7
16140000,2,7
16644000,2,7
17148000,2,7
17652000,2,7
18156000,2,7
18660000,2,7
19164000,2,7
19668000,2,7
20172000,2,7
20676000,2,7
21180000,2,7
21684000,2,7
22188000,2,7
22692000,2,7
23196000,2,7
23700000,2,7
24204000,2,7
24708000,2,7
25212000,2,7
25716000,2,7
26220000,2,7
26724000,2,7
27228000,2,7
27648000,2,7
28152000,2,7
28656000,2,7
29160000,2,7
29664000,2,7
30168000,2,7
30672000,2,7
31176000,2,7
31680000,2,7
32184000,2,7
32688000,2,7
33192000,2,7
33696000,2,7
34200000,2,7
34524000,2,7
35028000,2,7
