timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
224000,0.41039318,0.0010652548,-0.0042620264,4000,0,-0.1364695,2.1104891,-11.838133,4000,0
228000,0.44128585,-0.0037283972,-0.0047943573,4000,0,-0.18674776,0.89303756,-11.829752,4000,0
232000,0.41571945,-0.0047939233,-0.0029296658,4000,0,0.17717093,-0.51714736,-12.401964,4000,0
236000,0.3526026,-0.0039947177,-0.0026631514,4000,0,0.53749835,-1.4089875,-11.088747,4000,0
240000,0.2870888,0.0005325652,-0.0015974521,4000,0,0.36751002,-2.0398595,-12.87123,4000,0
244000,0.22556975,-0.0013316242,-0.0007991159,4000,0,0.14365211,-2.7940333,-14.943412,4000,0
248000,0.16458338,-0.0063914913,-0.0018646207,4000,0,0.13168113,-3.0202858,-14.711174,4000,0
252000,0.10146645,-0.0037286058,0.002130541,4000,0,0.083797075,-2.8969843,-14.065937,4000,0
256000,0.041012682,-0.0010654697,0.006924235,4000,0,0.013168109,-1.7094598,-11.398796,4000,0
260000,-0.0095873745,-0.0026632599,0.0055925995,4000,0,0.031124622,-1.0654198,-9.9945965,4000,0
264000,-0.06045376,-0.0026632631,0.0034620645,4000,0,0.09097968,-1.1109095,-8.24683,4000,0
268000,-0.114782244,-0.0013316487,0.0031957189,4000,0,0.04429273,-0.45729244,-5.2875957,4000,0
272000,-0.17523603,-0.0013317063,0.0015978701,4000,0,-0.023942016,-0.39264894,-7.261615,4000,0
276000,-0.23835295,-0.0023971123,-0.0023968113,4000,0,0.16759415,-0.8188169,-9.071632,4000,0
280000,-0.29401296,-0.0021305273,-0.0029295434,4000,0,0.3184288,-0.9504981,-8.173804,4000,0
284000,-0.34834146,-0.0007983995,0.0021303599,4000,0,0.117315896,2.5282772,-13.040022,4000,0
288000,-0.37151104,-0.0021302984,0.0042612064,4000,0,-0.002394203,6.26802,-18.158823,4000,0
292000,-0.32517204,-0.0042614876,0.0002666128,4000,0,0.008379707,3.4859583,-14.01087,4000,0
300000,-0.18908443,-0.005593179,-0.0109188985,4000,0,0.61890113,0.9421186,-7.484276,4000,0
308000,-0.073236935,-0.0026630808,-0.0034620631,4000,0,0.60094476,0.47884047,-5.009867,4000,0
312000,-0.009587383,-0.0015978403,0.0018642434,4000,0,0.17717093,0.055066712,-3.9109285,4000,0
316000,0.052996915,-0.0013315352,0.0039947745,4000,0,-0.05267244,0.64404035,-7.445968,4000,0
320000,0.10705909,0.0007990675,0.0013316424,4000,0,-0.062249243,1.5310922,-11.009739,4000,0
324000,0.1632518,0.0047937157,0.0013317083,4000,0,-0.051475346,1.7453735,-11.666946,4000,0
328000,0.22290662,0.0031957768,0.002130347,4000,0,-0.055066645,1.6615764,-11.676523,4000,0
