timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
504000,inf,0,1,1,1,0,0,1,1,0,1
1508000,inf,0,1,1,1,0,0,1,0,0,1
2508000,inf,0,1,1,1,0,0,1,0,0,1
3508000,inf,0,1,1,1,0,0,1,0,0,1
4508000,inf,0,1,1,1,0,0,1,0,0,1
5508000,inf,0,1,1,1,0,0,1,0,0,1
6436000,inf,0,1,1,1,1,1,1,0,0,1
7436000,inf,0,1,1,1,1,1,1,0,0,1
8436000,inf,0,1,1,1,1,1,1,0,0,1
9436000,inf,0,1,1,1,1,1,1,0,0,1
10436000,inf,0,1,1,1,1,1,1,0,0,1
11356000,inf,0,1,1,1,0,0,1,0,0,1
12356000,inf,0,1,1,1,0,0,1,0,0,1
13356000,inf,0,1,1,1,0,0,1,0,0,1
14356000,inf,0,1,1,1,0,0,1,0,0,1
15356000,inf,0,1,1,1,0,0,1,0,0,1
16356000,inf,0,1,1,1,0,0,1,0,0,1
17356000,inf,0,1,1,1,1,0,1,0,0,1
18056000,inf,0,1,0,0,1,0,1,0,0,1
18068000,inf,0,0,0,0,1,0,1,0,0,1
19068000,inf,0,0,0,0,1,0,0,0,0,1
20068000,inf,0,0,0,0,1,0,0,0,0,1
21068000,inf,0,0,0,0,1,0,0,0,0,1
22068000,inf,0,0,0,0,1,0,0,0,0,1
23056000,inf,0,0,0,0,0,0,0,0,0,1
24056000,inf,0,0,0,0,0,0,0,0,0,1
25056000,inf,0,0,0,0,0,0,0,0,0,1
26056000,inf,0,0,0,0,0,0,0,0,0,1
27056000,inf,0,0,0,0,0,0,0,0,0,1
28056000,inf,0,0,0,0,0,0,0,1,0,1
29056000,inf,0,0,0,0,0,0,0,0,0,1
30056000,inf,0,0,0,0,0,0,0,0,0,1
31056000,inf,0,0,0,0,0,0,0,0,0,1
32056000,inf,0,0,0,0,0,0,0,0,0,1
33056000,inf,0,0,0,0,0,0,0,0,0,1
34056000,inf,0,0,0,0,0,0,0,0,0,1
35056000,inf,0,0,0,0,0,0,0,0,0,1
36056000,inf,0,0,0,0,0,0,0,0,0,1
37056000,inf,0,0,0,0,0,0,0,0,0,1
38056000,inf,0,0,0,0,0,0,0,0,0,1
39056000,inf,0,0,0,0,0,0,0,0,0,1
40056000,inf,0,0,0,0,0,0,0,0,0,1
41056000,inf,0,0,0,0,0,0,0,0,0,1
