timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
144000,inf,0,1,1,1,0,0,1,1,0,1
1144000,inf,0,1,1,1,0,0,1,0,0,1
2144000,inf,0,1,1,1,0,0,1,0,0,1
3144000,inf,0,1,1,1,0,0,1,0,0,1
4144000,inf,0,1,1,1,0,0,1,0,0,1
5144000,inf,0,1,1,1,0,0,1,0,0,1
6144000,inf,0,1,1,1,0,0,1,0,0,1
6636000,inf,0,1,1,1,1,1,1,0,0,1
7636000,inf,0,1,1,1,1,1,1,0,0,1
8636000,inf,0,1,1,1,1,1,1,0,0,1
9636000,inf,0,1,1,1,0,0,1,0,0,1
10636000,inf,0,1,1,1,0,0,1,0,0,1
11636000,inf,0,1,1,1,0,0,1,0,0,1
12636000,inf,0,1,1,1,0,0,1,0,0,1
13636000,inf,0,1,1,1,0,0,1,0,0,1
14636000,inf,0,1,1,1,0,0,1,0,0,1
15636000,inf,0,1,1,1,0,0,1,0,0,1
15664000,inf,0,1,1,1,1,0,1,0,0,1
16356000,inf,0,1,0,0,1,0,1,0,0,1
16364000,inf,0,0,0,0,1,0,1,0,0,1
17364000,inf,0,0,0,0,1,0,0,0,0,1
18364000,inf,0,0,0,0,1,0,0,0,0,1
19364000,inf,0,0,0,0,1,0,0,0,0,1
20364000,inf,0,0,0,0,1,0,0,1,0,1
21356000,inf,0,0,0,0,0,0,0,1,0,1
22356000,inf,0,0,0,0,0,0,0,0,0,1
23356000,inf,0,0,0,0,0,0,0,0,0,1
24356000,inf,0,0,0,0,0,0,0,1,0,1
25356000,inf,0,0,0,0,0,0,0,0,0,1
26356000,inf,0,0,0,0,0,0,0,1,0,1
27356000,inf,0,0,0,0,0,0,0,0,0,1
28356000,inf,0,0,0,0,0,0,0,0,0,1
29356000,inf,0,0,0,0,0,0,0,1,0,1
30356000,inf,0,0,0,0,0,0,0,1,0,1
31356000,inf,0,0,0,0,0,0,0,1,0,1
32356000,inf,0,0,0,0,0,0,0,1,0,1
33356000,inf,0,0,0,0,0,0,0,0,0,1
34356000,inf,0,0,0,0,0,0,0,1,0,1
35356000,inf,0,0,0,0,0,0,0,1,0,1
36356000,inf,0,0,0,0,0,0,0,1,0,1
37356000,inf,0,0,0,0,0,0,0,0,0,1
38356000,inf,0,0,0,0,0,0,0,0,0,1
39356000,inf,0,0,0,0,0,0,0,1,0,1
40356000,inf,0,0,0,0,0,0,0,0,0,1
41356000,inf,0,0,0,0,0,0,0,0,0,1
42356000,inf,0,0,0,0,0,0,0,0,0,1
43356000,inf,0,0,0,0,0,0,0,0,1,1
44356000,inf,0,0,0,0,0,0,0,1,0,1
45356000,inf,0,0,0,0,0,0,0,0,0,1
46356000,inf,0,0,0,0,0,0,0,1,0,1
47356000,inf,0,0,0,0,0,0,0,1,0,1
48356000,inf,0,0,0,0,0,0,0,0,0,1
49356000,inf,0,0,0,0,0,0,0,0,0,1
50356000,inf,0,0,0,0,0,0,0,1,0,1
51356000,inf,0,0,0,0,0,0,0,1,0,1
52356000,inf,0,0,0,0,0,0,0,0,0,1
53356000,inf,0,0,0,0,0,0,0,1,0,1
54356000,inf,0,0,0,0,0,0,0,0,0,1
55356000,inf,0,0,0,0,0,0,0,0,0,1
56356000,inf,0,0,0,0,0,0,0,0,0,1
57356000,inf,0,0,0,0,0,0,0,1,0,1
58356000,inf,0,0,0,0,0,0,0,0,0,1
59356000,inf,0,0,0,0,0,0,0,0,0,1
60356000,inf,0,0,0,0,0,0,0,1,0,1
61356000,inf,0,0,0,0,0,0,0,1,0,1
62360000,inf,0,0,0,0,0,0,0,0,0,1
63360000,inf,0,0,0,0,0,0,0,1,0,1
64360000,inf,0,0,0,0,0,0,0,1,0,1
65360000,inf,0,0,0,0,0,0,0,0,0,1
66360000,inf,0,0,0,0,0,0,0,0,0,1
67360000,inf,0,0,0,0,0,0,0,1,0,1
68360000,inf,0,0,0,0,0,0,0,0,0,1
69360000,inf,0,0,0,0,0,0,0,0,1,1
70360000,inf,0,0,0,0,0,0,0,1,0,1
71360000,inf,0,0,0,0,0,0,0,0,0,1
72360000,inf,0,0,0,0,0,0,0,1,0,1
73360000,inf,0,0,0,0,0,0,0,1,0,1
74360000,inf,0,0,0,0,0,0,0,0,0,1
75360000,inf,0,0,0,0,0,0,0,0,0,1
76360000,inf,0,0,0,0,0,0,0,1,0,1
76388000,inf,0,0,0,0,1,1,0,1,0,1
77388000,inf,0,0,0,0,1,1,0,1,0,1
78396000,inf,0,0,0,0,1,1,0,1,0,1
79396000,inf,0,0,0,0,1,1,0,1,0,1
80396000,inf,0,0,0,0,1,1,0,1,0,1
81396000,inf,0,0,0,0,1,1,0,1,0,1
82396000,inf,0,0,0,0,1,1,1,1,0,1
83116000,inf,0,1,0,0,1,1,1,0,0,1
83476000,inf,0,1,1,0,1,1,1,0,0,1
83816000,inf,0,1,1,1,1,1,1,0,0,1
84816000,inf,0,1,1,1,1,1,1,0,0,1
